Operator Clock Number,Heat Number,Sequence Number,LEW Grade Index,USS Grade ,Treatment Start Date,Treatment Start Time,Total Cycle Time,Hot Metal Weight,HM WGT TONS,Hot Metal Start Temp,Hot Metal Silicon,Start Sulfur,Aim Sulfur,Actual Aim Sulfur,Final Sulfur,0,Ordered Mg,Actual Mg,MG Kg/T,$ mag ,Ordered Lime,Actual Lime,lime Kg/T,$ Lime ,TOTAL $,$ / TON,$/T/P,kg/t/p,,Injection Cycle Time,RATIO,Reshot Final Sulfur,Reshot Ordered Mg,Reshot Actual Mg,Reshot Ordered Lime,Reshot Actual Lime,Reshot Cycle Time,"System ""A"" Usage","System ""B"" Usage","Lance ""A"" Used","Lance ""A"" ID","Lance ""A"" Minutes","Lance ""B"" Used","Lance ""B"" ID","Lance ""B"" Minutes",Skim Weight,SKIM %,Ladle (LD) Analysis Sulfur,RHOB (R) Sulfur,LTS (L) Sulfur,Caster Final (F20) Sulfur,,,,,mag price,lime price
909000000,756362,20,DS0507M,,08/02/2009,,00:28:24,208600,209,1336,0.897,0.029,0.004,0.003,0.002,0,137,136,0.652,$678.4088,370,357,1.711,$118.7025,$797.1113,$3.8212,$0.1415,,,00:00:00,2.63,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,8200,3.93%,0.0045,,0.0054,0.0058,,,,,,
909000000,756364,22,DS0507M,,08/02/2009,,00:31:25,201500,202,1390,1.04,0.032,0.004,0.003,0.003,0,138,138,0.6849,$688.3854,373,361,1.792,$120.0325,$808.4179,$4.0120,$0.1383,,,00:00:00,2.62,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5990,2.97%,0.0051,0.0064,,0.0067,,,,,,
909000000,756366,150,DS0507M,,08/02/2009,,00:24:35,216800,217,1378,1.046,0.03,0.004,0.003,0.004,0,144,144,0.6642,$718.3152,389,388,1.79,$129.0100,$847.3252,$3.9083,$0.1503,,,00:00:00,2.69,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5160,2.38%,0.0045,0.005,0.005,0.0055,,,,,,
909000000,801344,20,DS1721C,SK15,03/02/2009,02:25:28,00:18:44,207100,207,1302,1.35,0.023,0.004,0.004,0.003,0,103,102,0.4925,$508.8066,278,274,1.323,$91.1050,$599.9116,$2.8967,$0.1448,,,00:04:21,2.69,,,,,,00:00:00,1,1,1,37,09:01:00,1,39,06:29:00,6560,3.17%,0.0082,,0.0112,0.011,,,,,,
909000000,756328,41,DS0811C,KA29,04/02/2009,01:11:10,00:22:59,189900,190,1427,1.294,0.021,0.004,0.004,0.005,0,91,92,0.4845,$458.9236,246,260,1.369,$86.4500,$545.3736,$2.8719,$0.1795,,,00:04:00,2.83,,,,,,00:00:00,1,1,1,37,10:22:00,1,39,07:49:00,3410,1.80%,0.0066,,0.0073,0.0077,,,,,,
909000000,756342,63,DS0006A,FK41,07/02/2009,,00:26:51,203300,203,1371,0.727,0.033,0.004,0.004,0.005,0,121,121,0.5952,$603.5843,327,320,1.574,$106.4000,$709.9843,$3.4923,$0.1247,,,00:00:00,2.64,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4360,2.14%,0.0059,,0.0077,0.008,,,,,,
909000000,756344,101,DS0006A,FK41,07/02/2009,,00:22:13,203600,204,1371,0.729,0.029,0.004,0.004,0.004,0,113,113,0.555,$563.6779,305,301,1.478,$100.0825,$663.7604,$3.2601,$0.1304,,,00:00:00,2.66,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4520,2.22%,0.0059,,0.0069,0.0071,,,,,,
909000000,756347,5,DS0507M,,07/02/2009,,00:23:01,196100,196,1394,1.16,0.023,0.004,0.004,0.004,0,98,98,0.4997,$488.8534,266,266,1.356,$88.4450,$577.2984,$2.9439,$0.1549,,,00:00:00,2.71,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4210,2.15%,0.0068,,0.0074,0.0071,,,,,,
909000000,801403,160,DS0508E,KL22,08/02/2009,,00:21:46,212300,212,1296,1.15,0.033,0.004,0.004,0.003,0,127,127,0.5982,$633.5141,343,333,1.569,$110.7225,$744.2366,$3.5056,$0.1169,,,00:00:00,2.62,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,6320,2.98%,0.0039,,0.0051,0.0053,,,,,,
909000000,756378,37,DS0001R,AM08,09/02/2009,,00:39:58,216100,216,1338,0.694,0.031,0.004,0.004,0.004,0,124,124,0.5738,$618.5492,335,326,1.509,$108.3950,$726.9442,$3.3639,$0.1246,,,00:00:00,2.63,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4700,2.17%,0.0074,0.0074,,0.0076,,,,,,
909000000,756380,24,DS0005C,FB14,09/02/2009,,00:26:28,215200,215,1363,0.605,0.037,0.004,0.004,0.003,0,137,137,0.6366,$683.3971,370,368,1.71,$122.3600,$805.7571,$3.7442,$0.1101,,,00:00:00,2.69,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3330,1.55%,0.0058,,0.0064,0.0064,,,,,,
909000000,756427,103,DS0508E,KL22,11/02/2009,18:30:26,00:23:31,204800,205,1374,0.652,0.029,0.004,0.004,0.003,0,114,114,0.5566,$568.6662,308,307,1.499,$102.0775,$670.7437,$3.2751,$0.1260,,,00:04:48,2.69,,,,,,00:00:00,1,1,1,40,11:31:00,1,36,07:03:00,4080,1.99%,0.0059,,0.0065,0.0062,,,,,,
909000000,756429,105,DS0508E,KL22,11/02/2009,20:06:03,00:23:00,206200,206,1332,0.791,0.028,0.004,0.004,0.003,0,112,113,0.548,$563.6779,302,308,1.494,$102.4100,$666.0879,$3.2303,$0.1292,,,00:04:46,2.73,,,,,,00:00:00,1,1,1,40,11:40:00,1,36,07:12:00,5760,2.79%,0.0061,0.0069,,0.0073,,,,,,
909000000,756431,41,DS0001N,,11/02/2009,21:37:42,00:19:06,214700,215,1348,0.66,0.033,0.004,0.004,0.003,0,128,128,0.5962,$638.5024,346,339,1.579,$112.7175,$751.2199,$3.4989,$0.1166,,,00:05:24,2.65,,,,,,00:00:00,1,1,1,40,11:51:00,1,36,07:23:00,4990,2.32%,0.0061,0.0065,,0.006,,,,,,
909000000,756433,43,DS0001N,,12/02/2009,23:59:41,00:24:16,214200,214,1355,0.725,0.038,0.004,0.004,0.003,0,139,139,0.6489,$693.3737,375,369,1.723,$122.6925,$816.0662,$3.8098,$0.1089,,,00:05:52,2.65,,,,,,00:00:00,1,1,1,40,12:02:00,1,36,07:34:00,5890,2.75%,0.0066,0.0063,,0.0063,,,,,,
909000000,756436,46,DS0001K,,12/02/2009,02:19:26,00:26:16,213400,213,1361,0.778,0.049,0.004,0.004,0.002,0,161,160,0.7498,$798.1280,435,413,1.935,$137.3225,$935.4505,$4.3836,$0.0933,,,00:06:39,2.58,,,,,,00:00:00,1,1,1,40,12:21:00,1,36,07:53:00,3780,1.77%,0.007,0.0069,,0.007,,,,,,
909000000,756438,48,DS0001K,,12/02/2009,04:00:02,00:28:31,222900,223,1331,0.49,0.07,0.004,0.004,0.004,0,214,214,0.9601,$1,67.4962,578,605,2.714,$201.1625,$1,268.6587,$5.6916,$0.0862,,,00:09:21,2.83,,,,,,00:00:00,1,1,1,40,12:37:00,1,36,08:09:00,6380,2.86%,0.007,0.0071,,0.0072,,,,
909000000,756454,40,DS0001N,,12/02/2009,18:58:08,00:28:29,231300,231,1280,0.389,0.086,0.004,0.004,0.003,0,260,260,1.1241,$1,296.958,702,673,2.91,$223.7725,$1,520.7305,$6.5747,$0.0792,,,00:10:22,2.59,,,,,,00:00:00,1,1,1,40,15:00:00,1,36,10:40:00,6470,2.80%,0.0072,0.0072,,0.0073,,,,
909000000,756465,66,DS1720F,SD30,13/02/2009,05:39:57,00:21:14,217800,218,1305,0.885,0.034,0.004,0.004,0.005,0,132,131,0.6015,$653.4673,356,356,1.635,$118.3700,$771.8373,$3.5438,$0.1222,,,00:05:42,2.72,,,,,,00:00:00,1,1,1,40,15:59:00,1,36,11:42:00,6190,2.84%,0.0069,,0.0078,0.008,,,,,,
909000000,756496,102,DS1315C,NA28,16/02/2009,06:20:22,00:24:43,205300,205,1382,1.05,0.034,0.004,0.004,0.003,0,124,124,0.604,$618.5492,335,319,1.554,$106.0675,$724.6167,$3.5296,$0.1139,,,00:05:07,2.57,,,,,,00:00:00,1,1,1,41,01:27:00,1,36,16:02:00,4560,2.22%,0.0068,,0.0085,0.0075,,,,,,
909000000,801474,104,DS1315C,NA28,16/02/2009,08:46:20,00:18:42,227600,228,1355,0.934,0.03,0.004,0.004,0.003,0,129,129,0.5668,$643.4907,348,339,1.489,$112.7175,$756.2082,$3.3225,$0.1231,,,00:05:27,2.63,,,,,,00:00:00,1,1,1,41,01:37:00,1,36,16:12:00,6960,3.06%,0.0071,0.0064,,0.0067,,,,,,
909000000,756497,106,DS1315C,NA28,16/02/2009,11:14:46,00:23:47,213200,213,1342,0.862,0.032,0.004,0.004,0.003,0,126,126,0.591,$628.5258,340,334,1.567,$111.0550,$739.5808,$3.4690,$0.1196,,,00:05:22,2.65,,,,,,00:00:00,1,1,1,41,01:48:00,1,36,16:23:00,6360,2.98%,0.0047,0.0054,,0.0055,,,,,,
909000000,801512,46,DS0810T,KY12,20/02/2009,18:25:08,00:20:48,205900,206,1408,1.226,0.015,0.004,0.004,0.005,0,86,86,0.4177,$428.9938,232,232,1.127,$77.1400,$506.1338,$2.4582,$0.2458,,,00:03:50,2.7,,,,,,00:00:00,1,1,1,41,09:30:00,1,36,24:30:00,4560,2.21%,0.0053,,0.0049,0.0046,,,,,,
909000000,756551,15,DS1721C,SK15,20/02/2009,21:36:33,00:17:20,219000,219,1373,0.84,0.023,0.004,0.004,0.003,0,109,110,0.5023,$548.7130,294,287,1.311,$95.4275,$644.1405,$2.9413,$0.1471,,,00:04:40,2.61,,,,,,00:00:00,1,1,1,41,09:54:00,1,36,24:54:00,4480,2.05%,0.0062,,0.0067,0.0068,,,,,,
909000000,756553,17,DS1721C,SK15,20/02/2009,23:07:58,00:18:30,213500,214,1390,0.617,0.026,0.004,0.004,0.005,0,112,112,0.5246,$558.6896,302,297,1.391,$98.7525,$657.4421,$3.0794,$0.1466,,,00:04:50,2.65,,,,,,00:00:00,1,1,1,41,10:04:00,1,36,25:03:00,4430,2.07%,0.0054,,0.006,0.0058,,,,,,
909000000,756555,19,DS1721C,SK15,21/02/2009,00:37:10,00:19:41,213700,214,1382,0.568,0.032,0.004,0.004,0.005,0,126,125,0.5849,$623.5375,340,333,1.558,$110.7225,$734.2600,$3.4359,$0.1273,,,00:05:16,2.66,,,,,,00:00:00,1,1,1,41,10:13:00,1,36,25:13:00,5210,2.44%,0.0056,,0.0064,0.006,,,,,,
909000000,801532,3,DS0508A,KL16,21/02/2009,20:34:53,00:20:17,203000,203,1396,0.798,0.031,0.004,0.004,0.003,0,117,117,0.5764,$583.6311,316,303,1.493,$100.7475,$684.3786,$3.3713,$0.1204,,,00:04:54,2.59,,,,,,00:00:00,1,1,1,41,11:27:00,1,36,26:27:00,4090,2.01%,0.0046,,0.0036,0.0034,,,,,,
909000000,756563,15,DS0508A,KL16,21/02/2009,22:02:50,00:20:13,194400,194,1441,0.956,0.03,0.004,0.004,0.004,0,110,109,0.5607,$543.7247,297,288,1.481,$95.7600,$639.4847,$3.2895,$0.1265,,,00:04:34,2.64,,,,,,00:00:00,1,1,1,41,11:35:00,1,36,26:36:00,4520,2.33%,0.0043,,0.0037,0.0034,,,,,,
909000000,756619,68,DS0006A,FK41,24/02/2009,12:37:22,00:24:21,197600,198,1403,0.954,0.039,0.004,0.004,0.005,0,130,130,0.6579,$648.4790,351,340,1.721,$113.0500,$761.5290,$3.8539,$0.1133,,,00:05:26,2.62,,,,,,00:00:00,1,1,1,41,19:03:00,1,27,05:15:00,6380,3.23%,0.0061,,0.0077,0.008,,,,,,
909000000,756621,70,DS0006A,FK41,24/02/2009,14:19:41,00:22:58,200600,201,1395,0.741,0.043,0.004,0.004,0.004,0,140,139,0.6929,$693.3737,378,391,1.949,$130.0075,$823.3812,$4.1046,$0.1052,,,00:05:58,2.81,,,,,,00:00:00,1,1,1,41,19:14:00,1,27,05:26:00,4610,2.30%,0.0062,,0.0085,0.0079,,,,,,
909000000,756623,72,DS0006A,FK41,24/02/2009,16:04:27,00:23:53,198500,199,1385,0.713,0.058,0.004,0.004,0.003,0,168,168,0.8463,$838.0344,454,450,2.267,$149.6250,$987.6594,$4.9756,$0.0905,,,00:06:54,2.68,,,,,,00:00:00,1,1,1,41,19:28:00,1,27,05:40:00,5440,2.74%,0.0066,,0.007,0.0071,,,,,,
909000000,756632,99,DS0507I,FK49,25/02/2009,07:33:38,00:27:58,224100,224,1333,0.388,0.092,0.004,0.004,0.003,0,264,264,1.178,$1,316.9112,713,623,2.78,$207.1475,$1,524.0587,$6.8008,$0.0764,,,00:10:32,2.36,,,,,,00:00:00,1,1,1,41,22:09:00,1,27,08:22:00,6720,3.00%,0.0086,,0.0082,0.0078,,,,
909000000,756639,67,DS0005G,FC02,25/02/2009,13:53:00,00:28:00,207600,208,1386,0.434,0.082,0.014,0.004,0.004,0,224,223,1.0742,$1,112.3909,605,551,2.654,$183.2075,$1,295.5984,$6.2408,$0.0800,,,00:09:52,2.47,,,,,,00:00:00,1,1,1,41,23:30:00,1,27,09:42:00,6090,2.93%,0.0079,,0.0083,0.0096,,,,
909000000,756641,69,DS0005G,FC02,25/02/2009,16:01:08,00:31:27,210600,211,1380,0.393,0.07,0.014,0.004,0.005,0,203,202,0.9592,$1,7.6366,548,490,2.327,$162.9250,$1,170.5616,$5.5582,$0.0855,,,00:08:06,2.43,,,,,,00:00:00,1,1,1,41,23:46:00,1,27,09:57:00,6000,2.85%,0.008,0.0115,0.012,0.0109,,,,
909000000,756658,117,DS0508B,KL16,26/02/2009,07:51:22,00:27:31,223000,223,1311,0.287,0.086,0.004,0.004,0.004,0,250,250,1.1211,$1,247.075,675,595,2.668,$197.8375,$1,444.9125,$6.4794,$0.0790,,,00:09:56,2.38,,,,,,00:00:00,1,1,1,41,25:47:00,1,27,11:58:00,7010,3.14%,0.0046,,0.0039,0.0038,,,,
909000000,756660,119,DS0001R,AM08,26/02/2009,09:45:08,00:30:25,230500,231,1289,0.23,0.105,0.004,0.004,0.005,0,302,302,1.3102,$1,506.4666,815,739,3.206,$245.7175,$1,752.1841,$7.6017,$0.0760,,,00:12:04,2.45,,,,,,00:00:00,1,1,1,41,26:10:00,1,27,12:22:00,7210,3.13%,0.0057,0.0057,,0.0053,,,,
909000000,756662,121,DS0001R,AM08,26/02/2009,11:23:35,00:33:19,242800,243,1294,0.17,0.099,0.004,0.004,0.004,0,303,302,1.2438,$1,506.4666,818,718,2.957,$238.7350,$1,745.2016,$7.1878,$0.0757,,,00:12:06,2.38,,,,,,00:00:00,1,1,1,41,26:34:00,1,27,12:45:00,9220,3.80%,0.0059,0.0061,,0.0059,,,,
909000000,756586,10,DS0001F,AJ04,22/02/2009,19:24:13,00:23:50,213700,214,1386,0.468,0.051,0.006,0.006,0.006,0,144,144,0.6738,$718.3152,389,373,1.745,$124.0225,$842.3377,$3.9417,$0.0876,,,00:05:57,2.59,,,,,,00:00:00,1,1,1,41,13:44:00,1,36,28:43:00,4740,2.22%,0.0083,0.0081,,0.0082,,,,,,
909000000,756588,12,DS0001F,AJ04,22/02/2009,20:51:56,00:26:27,213200,213,1388,0.442,0.064,0.006,0.006,0.006,0,171,170,0.7974,$848.0110,462,449,2.106,$149.2925,$997.3035,$4.6778,$0.0807,,,00:07:06,2.64,,,,,,00:00:00,1,1,1,41,13:57:00,1,27,00:13:00,4560,2.14%,0.0067,0.0072,,0.007,,,,,,
909000000,756590,14,DS0001F,AJ04,22/02/2009,22:46:20,00:25:57,222900,223,1320,0.547,0.061,0.006,0.006,0.005,0,172,172,0.7716,$857.9876,464,447,2.005,$148.6275,$1,6.6151,$4.5160,$0.0806,,,00:07:06,2.6,,,,,,00:00:00,1,1,1,41,14:11:00,1,27,00:27:00,5200,2.33%,0.0056,0.0057,0.0056,0.0056,,,,,
909000000,756664,55,DS0001F,AJ04,26/02/2009,13:42:03,00:28:19,236300,236,1294,0.366,0.08,0.006,0.006,0.003,1,228,228,0.9649,$1,137.3324,616,548,2.319,$182.2100,$1,319.5424,$5.5842,$0.0725,,,00:09:08,2.4,,,,,,00:00:00,1,1,1,41,00:08:00,1,27,13:04:00,7800,3.30%,0.0054,0.0054,,0.0056,,,,
909000000,756665,56,DS0001F,AJ04,26/02/2009,14:44:58,00:27:57,233800,234,1311,0.38,0.072,0.006,0.006,0.003,1,207,207,0.8854,$1,32.5781,559,509,2.177,$169.2425,$1,201.8206,$5.1404,$0.0745,,,00:08:22,2.46,,,,,,00:00:00,1,1,1,41,00:16:00,1,27,13:12:00,7200,3.08%,0.0055,0.0054,,0.0055,,,,
909000000,756667,58,DS0001F,AJ04,26/02/2009,16:40:11,00:27:03,234600,235,1292,0.366,0.073,0.006,0.006,0.004,0,209,209,0.8909,$1,42.5547,564,515,2.195,$171.2375,$1,213.7922,$5.1739,$0.0750,,,00:08:26,2.46,,,,,,00:00:00,1,1,1,41,00:32:00,1,27,13:28:00,7680,3.27%,0.0047,0.0048,,0.0049,,,,
909000000,756669,131,DS0001F,AJ04,26/02/2009,18:07:53,00:24:09,221000,221,1361,0.599,0.052,0.006,0.006,0.005,0,151,151,0.6833,$753.2333,408,385,1.742,$128.0125,$881.2458,$3.9875,$0.0848,,,00:07:02,2.55,,,,,,00:00:00,1,1,1,41,00:46:00,1,27,13:41:00,6460,2.92%,0.0064,0.0066,,0.0065,,,,,,
909000000,756531,155,DS0005C,FB14,18/02/2009,11:52:22,00:19:09,205500,206,1373,0.56,0.037,0.01,0.008,0.007,0,97,97,0.472,$483.8651,262,257,1.251,$85.4525,$569.3176,$2.7704,$0.0923,,,00:04:16,2.65,,,,,,00:00:00,1,1,1,41,06:03:00,1,36,21:00:00,4920,2.39%,0.0071,,0.0088,0.009,,,,,,
909000000,801358,108,DS1721A,SK17,03/02/2009,18:43:55,00:19:57,201200,201,1413,0.934,0.019,0.01,0.01,0.011,0,49,49,0.2435,$244.4267,132,134,0.666,$44.5550,$288.9817,$1.4363,$0.1795,,,00:02:26,2.73,,,,,,00:00:00,1,1,1,37,09:57:00,1,39,07:25:00,4210,2.09%,0.0086,,0.0082,0.0077,,,,,,
909000000,756326,39,DS0811A,KC05,03/02/2009,23:39:59,00:24:59,204500,205,1333,0.878,0.022,0.014,0.01,0.002,1,57,57,0.2787,$284.3331,154,153,0.748,$50.8725,$335.2056,$1.6391,$0.0820,,,00:02:38,2.68,,,,,,00:00:00,1,1,1,37,10:14:00,1,39,07:41:00,4480,2.19%,0.0083,,0.0096,0.0095,,,,,,
909000000,801380,93,DS0005C,FB14,06/02/2009,,00:00:02,207400,207,1383,1.31,0.016,0.01,0.01,0.012,0,42,40,0.1929,$199.5320,113,100,0.482,$33.2500,$232.7820,$1.1224,$0.2806,,,00:00:00,2.5,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3690,1.78%,0.0077,0.0089,,0.0095,,,,,,
909000000,801382,95,DS0810B,KA05,06/02/2009,,00:23:29,214300,214,1316,1.49,0.02,0.01,0.01,0.006,1,54,52,0.2427,$259.3916,146,143,0.667,$47.5475,$306.9391,$1.4323,$0.1023,,,00:00:00,2.75,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5810,2.71%,0.0096,0.0105,,0.0107,,,,,,
909000000,801384,101,DS0002J,DA01,06/02/2009,,00:21:39,207900,208,1427,0.762,0.031,0.01,0.01,0.011,0,76,74,0.3559,$369.1342,205,189,0.909,$62.8425,$431.9767,$2.0778,$0.1039,,,00:00:00,2.55,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3630,1.75%,0.0115,0.012,,0.0126,,,,,,
909000000,801386,103,DS0005C,FB14,06/02/2009,,00:19:16,204000,204,1398,1.097,0.019,0.01,0.01,0.01,0,50,49,0.2402,$244.4267,135,141,0.691,$46.8825,$291.3092,$1.4280,$0.1587,,,00:00:00,2.88,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3600,1.76%,0.0088,0.0114,0.0111,0.0114,,,,,,
909000000,756382,26,DS0005C,FB14,09/02/2009,,00:19:21,195500,196,1410,0.97,0.025,0.01,0.01,0.012,0,60,59,0.3018,$294.3097,162,164,0.839,$54.5300,$348.8397,$1.7843,$0.1373,,,00:00:00,2.78,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3260,1.67%,0.01,,0.0129,0.0111,,,,,,
909000000,801413,28,DS0005C,FB14,09/02/2009,,00:22:31,202500,203,1378,0.669,0.025,0.01,0.01,0.011,0,61,61,0.3012,$304.2863,165,171,0.844,$56.8575,$361.1438,$1.7834,$0.1274,,,00:00:00,2.8,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,2890,1.43%,0.0086,,0.0092,0.0096,,,,,,
909000000,801415,30,DS0006C,FB15,09/02/2009,,00:37:04,194400,194,1413,0.93,0.031,0.01,0.01,0.013,1,71,71,0.3652,$354.1693,192,199,1.024,$66.1675,$420.3368,$2.1622,$0.1201,,,00:00:00,2.8,0.009,18,18,49,67,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3480,1.79%,0.0093,,0.0112,0.0095,,,,,,
909000000,756385,9,DS0005S,FA86,09/02/2009,,00:22:14,201400,201,1381,0.63,0.035,0.014,0.01,0.013,1,81,81,0.4022,$404.0523,219,219,1.087,$72.8175,$476.8698,$2.3678,$0.1076,,,00:00:00,2.7,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,2340,1.16%,0.0117,,0.0134,0.0139,,,,,,
909000000,756440,11,DS0006C,FB15,12/02/2009,05:27:20,00:25:49,219400,219,1321,0.366,0.061,0.01,0.01,0.011,0,144,143,0.6518,$713.3269,389,442,2.015,$146.9650,$860.2919,$3.9211,$0.0784,,,00:10:28,3.09,,,,,,00:00:00,1,1,1,40,12:48:00,1,36,08:27:00,6660,3.04%,0.0099,0.0111,,0.0115,,,,,,
909000000,756511,4,DS1721A,SK17,17/02/2009,07:06:28,00:21:36,207300,207,1382,0.733,0.038,0.01,0.01,0.011,0,90,90,0.4342,$448.9470,243,238,1.148,$79.1350,$528.0820,$2.5474,$0.0943,,,00:04:02,2.64,,,,,,00:00:00,1,1,1,41,03:04:00,1,36,17:36:00,4980,2.40%,0.0069,,0.0074,0.0067,,,,,,
909000000,756513,6,DS1721A,SK17,17/02/2009,08:32:25,00:26:37,208100,208,1404,0.58,0.051,0.01,0.01,0.011,0,117,117,0.5622,$583.6311,316,326,1.567,$108.3950,$692.0261,$3.3254,$0.0831,,,00:04:58,2.79,,,,,,00:00:00,1,1,1,41,03:12:00,1,36,17:44:00,5140,2.47%,0.008,,0.0091,0.0091,,,,,,
909000000,756515,119,DS0005C,FB14,17/02/2009,09:59:01,00:23:18,207200,207,1365,0.509,0.058,0.01,0.01,0.009,0,130,130,0.6274,$648.4790,351,343,1.655,$114.0475,$762.5265,$3.6801,$0.0751,,,00:05:25,2.64,,,,,,00:00:00,1,1,1,41,03:21:00,1,36,17:53:00,6490,3.13%,0.0072,,0.0069,0.007,,,,,,
909000000,756517,121,DS0005C,FB14,17/02/2009,11:26:14,00:21:37,208800,209,1365,0.477,0.062,0.01,0.01,0.008,0,139,139,0.6657,$693.3737,375,375,1.796,$124.6875,$818.0612,$3.9179,$0.0726,,,00:05:48,2.7,,,,,,00:00:00,1,1,1,41,03:32:00,1,36,18:05:00,5860,2.81%,0.0073,0.0086,,0.0091,,,,,,
909000000,801516,63,DS0005E,FA29,21/02/2009,03:20:21,00:23:41,209900,210,1384,0.658,0.025,0.01,0.01,0.011,0,63,63,0.3001,$314.2629,170,178,0.848,$59.1850,$373.4479,$1.7792,$0.1271,,,00:03:03,2.83,,,,,,00:00:00,1,1,1,41,10:25:00,1,36,25:25:00,4850,2.31%,0.01,,0.0113,0.012,,,,,,
909000000,801518,120,DS0005E,FA29,21/02/2009,05:19:08,00:22:47,208800,209,1353,0.521,0.022,0.01,0.01,0.01,0,58,58,0.2778,$289.3214,157,156,0.747,$51.8700,$341.1914,$1.6341,$0.1362,,,00:02:48,2.69,,,,,,00:00:00,1,1,1,41,10:31:00,1,36,25:30:00,4900,2.35%,0.0067,,0.007,0.0069,,,,,,
909000000,801530,56,DS0005C,FB14,21/02/2009,19:14:43,00:23:40,196700,197,1390,0.963,0.026,0.01,0.01,0.01,0,62,62,0.3152,$309.2746,167,162,0.824,$53.8650,$363.1396,$1.8462,$0.1154,,,00:02:51,2.61,,,,,,00:00:00,1,1,1,41,11:18:00,1,36,26:18:00,4580,2.33%,0.0089,,0.0118,0.0122,,,,,,
909000000,756566,7,DS0608Y,KA08,22/02/2009,01:03:27,00:23:11,198700,199,1364,0.995,0.04,0.01,0.01,0.005,1,90,90,0.4529,$448.9470,243,229,1.152,$76.1425,$525.0895,$2.6426,$0.0755,,,00:03:56,2.54,,,,,,00:00:00,1,1,1,41,11:47:00,1,36,26:48:00,5870,2.95%,0.0061,,0.0072,0.0073,,,,,,
909000000,756568,9,DS0608Y,KA08,22/02/2009,02:17:23,00:18:13,189100,189,1462,0.854,0.047,0.01,0.01,0.01,0,98,98,0.5182,$488.8534,265,270,1.428,$89.7750,$578.6284,$3.0599,$0.0827,,,00:04:14,2.76,,,,,,00:00:00,1,1,1,41,11:54:00,1,36,26:55:00,4150,2.19%,0.008,,0.0104,0.0104,,,,,,
909000000,801534,12,DS0608Y,KA08,22/02/2009,03:45:21,00:22:06,204900,205,1410,0.73,0.048,0.01,0.01,0.011,0,109,109,0.532,$543.7247,294,312,1.523,$103.7400,$647.4647,$3.1599,$0.0854,,,00:04:50,2.86,,,,,,00:00:00,1,1,1,41,12:02:00,1,36,27:03:00,6530,3.19%,0.0085,,0.0104,0.0108,,,,,,
909000000,756592,41,DS0005C,FB14,23/02/2009,00:18:22,00:25:11,227500,228,1247,0.42,0.072,0.01,0.01,0.01,0,174,173,0.7604,$862.9759,470,437,1.921,$145.3025,$1,8.2784,$4.4320,$0.0715,,,00:07:04,2.53,,,,,,00:00:00,1,1,1,41,14:24:00,1,27,00:40:00,7460,3.28%,0.0068,,0.0078,0.0082,,,,,
909000000,756594,43,DS0005C,FB14,23/02/2009,01:45:43,00:26:30,223100,223,1302,0.28,0.083,0.01,0.01,0.009,0,194,194,0.8696,$967.7302,524,494,2.214,$164.2550,$1,131.9852,$5.0739,$0.0686,,,00:07:56,2.55,,,,,,00:00:00,1,1,1,41,14:40:00,1,27,00:56:00,7460,3.34%,0.0069,,0.0071,0.0069,,,,,
909000000,756597,46,DS0005C,FB14,23/02/2009,04:25:50,00:28:17,220800,221,1317,0.266,0.122,0.01,0.01,0.007,1,277,276,1.25,$1,376.7708,748,704,3.188,$234.0800,$1,610.8508,$7.2955,$0.0634,,,00:11:00,2.55,,,,,,00:00:00,1,1,1,41,15:09:00,1,27,01:26:00,6900,3.13%,0.0067,,0.0074,0.0078,,,,
909000000,756599,50,DS0005C,FB14,23/02/2009,06:06:30,00:15:52,223300,223,1298,0.31,0.077,0.01,0.01,0.009,0,182,182,0.815,$907.8706,491,459,2.056,$152.6175,$1,60.4881,$4.7492,$0.0698,,,00:07:26,2.52,,,,,,00:00:00,1,1,1,41,15:24:00,1,27,01:41:00,6700,3.00%,0.0065,,0.0073,0.0074,,,,,
909000000,756458,44,DS0005A,FA84,12/02/2009,21:52:16,00:22:39,209200,209,1345,0.551,0.063,0.014,0.012,0.013,,133,133,0.6358,$663.4439,359,352,1.683,$117.0400,$780.4839,$3.7308,$0.0746,,,00:05:34,2.65,,,,,,00:00:00,1,1,1,40,15:30:00,1,36,11:11:00,4490,2.15%,0.0086,0.0108,,0.0112,,,,,,
