Operator Clock Number,Heat Number,Sequence Number,LEW Grade Index,USS Grade ,Treatment Start Date,Treatment Start Time,Total Cycle Time,Hot Metal Weight,HM WGT TONS,Hot Metal Start Temp,Hot Metal Silicon,Start Sulfur,Aim Sulfur,Actual Aim Sulfur,Final Sulfur,0,Ordered Mg,Actual Mg,MG Kg/T,$ mag ,Ordered Lime,Actual Lime,lime Kg/T,$ Lime ,TOTAL $,$ / TON,$/T/P,kg/t/p,,Injection Cycle Time,RATIO,Reshot Final Sulfur,Reshot Ordered Mg,Reshot Actual Mg,Reshot Ordered Lime,Reshot Actual Lime,Reshot Cycle Time,"System ""A"" Usage","System ""B"" Usage","Lance ""A"" Used","Lance ""A"" ID","Lance ""A"" Minutes","Lance ""B"" Used","Lance ""B"" ID","Lance ""B"" Minutes",Skim Weight,SKIM %,Ladle (LD) Analysis Sulfur,RHOB (R) Sulfur,LTS (L) Sulfur,Caster Final (F20) Sulfur,,,,,mag price,lime price
1844000000,801330,70,DS0608Y,,01/02/2009,13:50:10,00:22:48,201500,202,1378,1.519,0.018,0.014,0.014,0.009,1,40,40,0.1985,$199.5320,108,113,0.561,$37.5725,$237.1045,$1.1767,$0.1307,,,00:02:11,2.83,,,,,,00:00:00,1,1,1,37,07:41:00,1,39,05:08:00,4920,2.44%,0.0062,0.0081,,0.0087,,,,,,
1844000000,756405,68,DS0608Y,,10/02/2009,14:50:51,00:38:13,213400,213,1304,0.61,0.06,0.01,0.014,0.008,1,126,125,0.5858,$623.5375,340,337,1.579,$112.0525,$735.5900,$3.4470,$0.0663,,,00:05:21,2.7,,,,,,00:00:00,1,1,1,40,08:17:00,1,36,03:48:00,4980,2.33%,0.0071,,0.0093,0.0093,,,,,,
1844000000,801425,70,DS0608Y,,10/02/2009,16:15:20,00:21:18,204400,204,1334,0.787,0.05,0.01,0.014,0.012,0,100,99,0.4843,$493.8417,270,268,1.311,$89.1100,$582.9517,$2.8520,$0.0751,,,00:04:21,2.71,,,,,,00:00:00,1,1,1,40,08:25:00,1,36,03:56:00,5140,2.51%,0.0099,,0.0111,0.0131,,,,,,
1844000000,756532,123,DS0005A,FA84,18/02/2009,12:37:00,00:22:49,206800,207,1369,0.557,0.039,0.014,0.014,0.011,1,79,78,0.3772,$389.0874,213,211,1.02,$70.1575,$459.2449,$2.2207,$0.0793,,,00:03:34,2.71,,,,,,00:00:00,1,1,1,41,06:07:00,1,36,21:03:00,3420,1.65%,0.0093,,0.0107,0.0111,,,,,,
1844000000,801486,151,DS0005A,FA84,18/02/2009,17:05:31,00:24:46,213600,214,1336,0.462,0.038,0.014,0.014,0.011,1,80,79,0.3699,$394.0757,216,218,1.021,$72.4850,$466.5607,$2.1843,$0.0809,,,00:03:40,2.76,,,,,,00:00:00,1,1,1,41,06:20:00,1,36,21:18:00,4660,2.18%,0.0097,,,0.0108,,,,,,
1883000000,756413,83,DS0507Q,FK45,11/02/2009,02:17:49,00:33:58,209000,209,1380,0.682,0.033,0.002,0.002,0.002,0,170,171,0.8182,$852.9993,459,451,2.158,$149.9575,$1,2.9568,$4.7988,$0.1548,,,00:07:02,2.64,,,,,,00:00:00,1,1,1,40,09:39:00,1,36,05:10:00,4270,2.04%,0.0044,0.0047,0.0041,0.0042,,,,,
1883000000,756415,85,DS0507Q,FK45,11/02/2009,03:55:24,00:26:47,210200,210,1383,0.54,0.033,0.002,0.002,0.002,0,171,171,0.8135,$852.9993,462,464,2.207,$154.2800,$1,7.2793,$4.7920,$0.1546,,,00:07:02,2.71,,,,,,00:00:00,1,1,1,40,09:55:00,1,36,05:26:00,4540,2.16%,0.0046,0.0045,0.0043,0.0044,,,,,
1883000000,801429,79,DS0001R,AM08,10/02/2009,23:11:22,00:22:03,207700,208,1410,0.73,0.032,0.004,0.004,0.005,0,122,122,0.5874,$608.5726,329,311,1.497,$103.4075,$711.9801,$3.4279,$0.1270,,,00:05:08,2.55,,,,,,00:00:00,1,1,1,40,09:13:00,1,36,04:45:00,3390,1.63%,0.0081,0.0085,,0.0087,,,,,,
1883000000,756411,81,DS0001R,AM08,11/02/2009,00:52:43,00:25:18,212000,212,1395,0.711,0.039,0.004,0.004,0.004,0,139,138,0.6509,$688.3854,375,357,1.684,$118.7025,$807.0879,$3.8070,$0.1088,,,00:05:44,2.59,,,,,,00:00:00,1,1,1,40,09:25:00,1,36,04:57:00,4670,2.20%,0.0065,0.0066,,0.0065,,,,,,
1966000000,801439,171,DS0006A,FK41,13/02/2009,13:56:44,00:21:56,210700,211,1351,1.094,0.014,0.004,0.001,0.001,0,187,186,0.8828,$927.8238,505,502,2.383,$166.9150,$1,94.7388,$5.1957,$0.3997,,,00:07:28,2.7,,,,,,00:00:00,1,1,1,40,16:45:00,1,36,12:28:00,4950,2.35%,0.0032,0.004,,0.0041,,,,,
1966000000,801443,53,DS0608J,KM78,14/02/2009,10:28:42,00:27:09,223800,224,1257,1.08,0.016,0.001,0.001,0.001,0,202,202,0.9026,$1,7.6366,545,519,2.319,$172.5675,$1,180.2041,$5.2735,$0.3516,,,00:08:07,2.57,,,,,,00:00:00,1,1,1,40,17:08:00,1,36,12:53:00,7910,3.53%,0.004,0.0022,0.0021,0.002,,,,
1966000000,801445,10,DS0608J,KM78,14/02/2009,13:37:49,00:40:33,232200,232,1237,0.938,0.018,0.001,0.001,0.001,0,214,214,0.9216,$1,67.4962,578,560,2.412,$186.2000,$1,253.6962,$5.3992,$0.3176,,,00:08:40,2.62,,,,,,00:00:00,1,1,1,40,17:24:00,1,36,13:09:00,11360,4.89%,0.0045,0.0026,0.0024,0.0022,,,,
1966000000,756390,8,DS0507I,,09/02/2009,,00:25:11,201000,201,1390,0.873,0.034,0.004,0.002,0.003,0,166,166,0.8259,$828.0578,448,438,2.179,$145.6350,$973.6928,$4.8442,$0.1563,,,00:00:00,2.64,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3210,1.60%,0.0052,,0.0045,0.0042,,,,,,
1966000000,756412,82,DS0507Q,FK45,11/02/2009,01:30:09,00:25:41,210200,210,1370,0.682,0.036,0.002,0.002,0.002,0,177,177,0.8421,$882.9291,478,470,2.236,$156.2750,$1,39.2041,$4.9439,$0.1454,,,00:07:12,2.66,,,,,,00:00:00,1,1,1,40,09:32:00,1,36,05:04:00,4160,1.98%,0.0056,0.005,0.0047,0.0047,,,,,
1966000000,756414,84,DS0507Q,FK45,11/02/2009,02:59:58,00:36:52,207500,208,1386,0.672,0.036,0.002,0.002,0.003,0,174,174,0.8386,$867.9642,470,466,2.246,$154.9450,$1,22.9092,$4.9297,$0.1494,,,00:07:10,2.68,0.002,54,53,146,150,00:00:00,1,1,1,40,09:46:00,1,36,05:17:00,4580,2.21%,0.0046,0.0049,0.0044,0.0043,,,,,
1966000000,756388,101,DS0507I,,09/02/2009,,00:25:48,204600,205,1402,0.683,0.042,0.004,0.002,0.003,0,184,183,0.8944,$912.8589,497,489,2.39,$162.5925,$1,75.4514,$5.2564,$0.1348,,,00:00:00,2.67,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3880,1.90%,0.0074,,0.0068,0.0066,,,,,
1966000000,801417,104,DS0507I,,09/02/2009,,00:29:43,209800,210,1345,0.813,0.051,0.004,0.002,0.002,0,209,209,0.9962,$1,42.5547,564,547,2.607,$181.8775,$1,224.4322,$5.8362,$0.1191,,,00:00:00,2.62,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4260,2.03%,0.0057,,0.0041,0.0039,,,,
1966000000,801321,121,DS0508E,KL22,01/02/2009,04:08:32,00:30:46,202600,203,1338,1.139,0.02,0.004,0.004,0.004,0,94,93,0.459,$463.9119,254,244,1.204,$81.1300,$545.0419,$2.6902,$0.1681,,,00:04:03,2.62,,,,,,00:00:00,1,1,1,37,07:25:00,1,39,04:52:00,4550,2.25%,0.0062,0.0072,,0.0077,,,,,,
1966000000,756391,44,DS0006A,FK41,10/02/2009,,00:19:24,206700,207,1366,0.74,0.046,0.004,0.004,0.004,0,150,150,0.7257,$748.2450,405,416,2.013,$138.3200,$886.5650,$4.2891,$0.1021,,,00:00:00,2.77,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3620,1.75%,0.0065,,0.0074,0.0073,,,,,,
1966000000,756393,52,DS0006A,FK41,10/02/2009,,00:22:12,201300,201,1388,0.715,0.048,0.004,0.004,0.004,0,150,149,0.7402,$743.2567,405,403,2.002,$133.9975,$877.2542,$4.3579,$0.0990,,,00:00:00,2.7,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3320,1.65%,0.0068,,0.008,0.0081,,,,,,
1966000000,756396,55,DS0006A,FK41,10/02/2009,,00:30:46,201200,201,1375,0.815,0.046,0.004,0.004,0.005,0,146,145,0.7207,$723.3035,394,393,1.953,$130.6725,$853.9760,$4.2444,$0.1035,,,00:00:00,2.71,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,2240,1.11%,0.0066,,0.0083,0.0088,,,,,,
1966000000,756397,56,DS0811C,KA29,10/02/2009,,00:39:08,202600,203,1377,0.675,0.054,0.004,0.004,0.005,0,163,162,0.7996,$808.1046,440,430,2.122,$142.9750,$951.0796,$4.6944,$0.0958,,,00:00:00,2.65,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4260,2.10%,0.008,,0.008,0.0088,,,,,,
1966000000,756406,73,DS0001R,AM08,10/02/2009,18:44:06,00:24:01,217400,217,1358,0.658,0.041,0.004,0.004,0.003,0,147,146,0.6716,$728.2918,397,397,1.826,$132.0025,$860.2943,$3.9572,$0.1041,,,00:06:04,2.72,,,,,,00:00:00,1,1,1,40,08:40:00,1,36,04:12:00,4630,2.13%,0.0059,0.0059,,0.006,,,,,,
1966000000,756408,75,DS0001R,AM08,10/02/2009,20:24:20,00:29:25,209400,209,1391,0.7,0.038,0.004,0.004,0.004,0,136,136,0.6495,$678.4088,367,363,1.734,$120.6975,$799.1063,$3.8162,$0.1122,,,00:05:46,2.67,,,,,,00:00:00,1,1,1,40,08:51:00,1,36,04:23:00,4190,2.00%,0.0068,0.0068,,0.0069,,,,,,
1966000000,756410,77,DS0001R,AM08,10/02/2009,21:47:21,00:30:29,214500,215,1347,0.722,0.04,0.004,0.004,0.004,0,143,143,0.6667,$713.3269,386,364,1.697,$121.0300,$834.3569,$3.8898,$0.1080,,,00:05:55,2.55,,,,,,00:00:00,1,1,1,40,09:03:00,1,36,04:34:00,4790,2.23%,0.0067,0.0069,,0.0068,,,,,,
1966000000,756416,86,DS0507J,FK43,11/02/2009,04:42:54,00:22:34,205100,205,1408,0.429,0.032,0.004,0.004,0.005,0,120,120,0.5851,$598.5960,324,327,1.594,$108.7275,$707.3235,$3.4487,$0.1277,,,00:05:02,2.73,,,,,,00:00:00,1,1,1,40,09:59:00,1,36,05:31:00,4420,2.16%,0.0059,,0.0066,0.0059,,,,,,
1966000000,756418,88,DS0507J,FK43,11/02/2009,06:22:20,00:25:37,211000,211,1347,0.472,0.036,0.004,0.004,0.003,0,132,132,0.6256,$658.4556,356,348,1.649,$115.7100,$774.1656,$3.6690,$0.1112,,,00:05:30,2.64,,,,,,00:00:00,1,1,1,40,10:10:00,1,36,05:41:00,3150,1.49%,0.0062,,0.0057,0.0066,,,,,,
1966000000,756435,45,DS0001K,,12/02/2009,01:32:59,00:27:06,214800,215,1352,0.725,0.042,0.004,0.004,0.004,0,148,148,0.689,$738.2684,400,397,1.848,$132.0025,$870.2709,$4.0515,$0.1066,,,00:07:12,2.68,,,,,,00:00:00,1,1,1,40,12:14:00,1,36,07:47:00,4780,2.23%,0.0068,0.0068,,0.0066,,,,,,
1966000000,756437,47,DS0001K,,12/02/2009,03:03:00,00:25:55,214000,214,1353,0.684,0.056,0.004,0.004,0.003,0,177,176,0.8224,$877.9408,478,461,2.154,$153.2825,$1,31.2233,$4.8188,$0.0909,,,00:07:22,2.62,,,,,,00:00:00,1,1,1,40,12:28:00,1,36,08:00:00,4280,2.00%,0.0073,0.0072,,0.0073,,,,,
1966000000,756544,140,DS0507J,FK43,19/02/2009,19:54:27,00:24:09,205400,205,1366,0.642,0.018,0.004,0.004,0.003,0,92,93,0.4528,$463.9119,248,242,1.178,$80.4650,$544.3769,$2.6503,$0.1767,,,00:04:00,2.6,,,,,,00:00:00,1,1,1,41,08:09:00,1,36,23:06:00,2910,1.42%,0.0055,0.0056,0.0057,0.006,,,,,,
1966000000,801498,146,DS0507L,FK46,20/02/2009,02:29:33,00:26:44,205100,205,1344,0.941,0.02,0.004,0.004,0.005,0,96,97,0.4729,$483.8651,259,254,1.238,$84.4550,$568.3201,$2.7709,$0.1847,,,00:04:08,2.62,,,,,,00:00:00,1,1,1,41,08:32:00,1,36,23:31:00,3570,1.74%,0.0052,0.006,,0.0062,,,,,,
1966000000,756549,147,DS0507L,FK46,20/02/2009,03:58:38,00:20:42,200300,200,1372,0.982,0.025,0.004,0.004,0.004,0,103,103,0.5142,$513.7949,278,266,1.328,$88.4450,$602.2399,$3.0067,$0.1432,,,00:04:26,2.58,,,,,,00:00:00,1,1,1,41,08:40:00,1,36,23:38:00,3300,1.65%,0.005,,0.005,0.0048,,,,,,
1966000000,801579,86,DS1720F,SD30,28/02/2009,02:01:43,00:21:33,211600,212,1398,0.77,0.028,0.004,0.004,0.004,0,116,115,0.5435,$573.6545,313,293,1.385,$97.4225,$671.0770,$3.1714,$0.1321,,,00:04:53,2.55,,,,,,00:00:00,1,1,1,31,00:30:00,1,27,16:39:00,3590,1.70%,0.0047,,0.0058,0.0062,,,,,,
1966000000,801581,67,DS0607B,KL15,28/02/2009,03:49:17,00:22:27,197300,197,1422,0.743,0.023,0.004,0.004,0.005,0,98,97,0.4916,$483.8651,265,268,1.358,$89.1100,$572.9751,$2.9041,$0.1613,,,00:04:14,2.76,,,,,,00:00:00,1,1,1,31,00:39:00,1,27,16:48:00,3130,1.59%,0.0058,,0.0062,0.0061,,,,,,
1966000000,756534,38,DS0001F,AJ04,19/02/2009,02:43:49,00:25:16,216700,217,1336,0.841,0.027,0.006,0.006,0.005,0,96,96,0.443,$478.8768,259,266,1.228,$88.4450,$567.3218,$2.6180,$0.1190,,,00:05:08,2.77,,,,,,00:00:00,1,1,1,41,06:35:00,1,36,21:34:00,4700,2.17%,0.0069,0.0068,,0.0069,,,,,,
1966000000,801465,95,DS1822E,,15/02/2009,17:49:13,00:30:28,202100,202,1408,0.95,0.031,0.01,0.008,0.017,1,83,82,0.4057,$409.0406,224,219,1.084,$72.8175,$481.8581,$2.3843,$0.1703,,,00:03:38,2.67,0.007,28,27,76,85,00:00:00,1,1,1,41,00:07:00,1,36,14:44:00,3580,1.77%,0.0076,,0.0092,0.0097,,,,,,
1966000000,801447,151,DS0005C,FB14,14/02/2009,15:51:49,00:40:53,215500,216,1210,1.373,0.025,0.01,0.01,0.01,0,66,65,0.3016,$324.2395,178,176,0.817,$58.5200,$382.7595,$1.7761,$0.1184,,,00:05:33,2.71,,,,,,00:00:00,1,0,1,40,17:32:00,0,36,13:12:00,6920,3.21%,0.0072,,0.0091,0.0093,,,,,,
1966000000,801449,35,DS0005C,FB14,14/02/2009,17:09:21,00:21:37,200100,200,1313,1.417,0.013,0.01,0.01,0.008,0,38,37,0.1849,$184.5671,103,100,0.5,$33.2500,$217.8171,$1.0885,$0.2177,,,00:02:56,2.7,,,,,,00:00:00,1,1,1,40,17:35:00,1,36,13:13:00,4160,2.08%,0.0095,,0.011,0.0119,,,,,,
1966000000,801463,93,DS1822E,,15/02/2009,,00:17:13,206900,207,1352,1.118,0.028,0.01,0.01,0.01,0,69,69,0.3335,$344.1927,186,195,0.942,$64.8375,$409.0302,$1.9769,$0.1098,,,00:00:00,2.83,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3730,1.80%,0.0087,,0.0091,0.0096,,,,,,
2286000000,801366,35,DS0507F,FK42,04/02/2009,18:21:30,00:18:07,201900,202,1321,1.54,0.016,0.004,0.002,0.001,0,130,130,0.6439,$648.4790,351,346,1.714,$115.0450,$763.5240,$3.7817,$0.2521,,,00:05:24,2.66,,,,,,00:00:00,1,1,1,37,11:26:00,1,39,08:55:00,5040,2.50%,0.0048,0.0059,,0.0062,,,,,,
2286000000,801327,48,DS0005C,FB14,01/02/2009,09:20:46,00:00:02,187000,187,1437,1.467,0.017,0.01,0.01,0.005,1,41,41,0.2193,$204.5203,111,119,0.636,$39.5675,$244.0878,$1.3053,$0.1088,,,00:02:10,2.9,,,,,,00:00:00,1,1,1,37,07:37:00,1,39,05:04:00,2140,1.14%,0.0102,,0.0114,0.012,,,,,,
2286000000,801451,37,DS0005C,FB14,14/02/2009,18:28:12,00:19:05,200600,201,1325,1.396,0.012,0.01,0.01,0.009,0,36,36,0.1795,$179.5788,97,109,0.543,$36.2425,$215.8213,$1.0759,$0.3586,,,00:02:02,3.03,,,,,,00:00:00,1,1,1,40,17:38:00,1,36,13:16:00,2760,1.38%,0.0094,,0.0104,0.0107,,,,,,
2286000000,801329,50,DS0005S,FA86,01/02/2009,,00:21:59,188100,188,1433,1.414,0.011,0.014,0.014,0.011,1,,,0,$0.0000,,,0,$0.0000,$0.0000,$0.0000,#DIV/0!,,,00:00:00,,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3700,1.97%,0.0091,,0.0105,0.0111,,,,,,
2286000000,801331,71,DS0608Y,,01/02/2009,16:19:21,00:21:41,207900,208,1373,1.309,0.018,0.014,0.014,0.012,0,37,37,0.178,$184.5671,100,108,0.519,$35.9100,$220.4771,$1.0605,$0.1767,,,00:02:04,2.92,,,,,,00:00:00,1,1,1,37,07:43:00,1,39,05:10:00,2680,1.29%,0.0094,0.011,,0.0111,,,,,,
2286000000,756402,65,DS0608Y,,10/02/2009,12:19:33,00:38:58,207800,208,1317,0.752,0.048,0.01,0.014,0.012,0,98,98,0.4716,$488.8534,265,281,1.352,$93.4325,$582.2859,$2.8021,$0.0778,,,00:04:24,2.87,,,,,,00:00:00,1,1,1,40,08:03:00,1,36,03:35:00,5190,2.50%,0.0119,,0.0123,0.0142,,,,,,
2286000000,756404,67,DS0608Y,,10/02/2009,13:45:08,00:18:12,211300,211,1341,0.61,0.05,0.01,0.014,0.014,0,103,102,0.4827,$508.8066,278,285,1.349,$94.7625,$603.5691,$2.8565,$0.0793,,,00:04:27,2.79,,,,,,00:00:00,1,1,1,40,08:11:00,1,36,03:43:00,5250,2.48%,0.0117,,0.0122,0.0142,,,,,,
2289000000,801471,117,DS0607L,KM73,16/02/2009,02:57:42,00:31:30,208100,208,1363,0.914,0.041,0.002,0.001,0.002,0,240,239,1.1485,$1,192.2037,648,635,3.051,$211.1375,$1,403.3412,$6.7436,$0.1729,,,00:09:34,2.66,,,,,,00:00:00,1,1,1,41,01:07:00,1,36,15:41:00,5080,2.44%,0.004,0.0039,0.0036,0.0034,,,,
2289000000,756676,125,DS0607L,KM73,27/02/2009,14:48:36,00:23:26,203300,203,1421,0.723,0.02,0.002,0.002,0.001,0,139,139,0.6837,$693.3737,375,328,1.613,$109.0600,$802.4337,$3.9470,$0.2077,,,00:05:38,2.36,,,,,,00:00:00,1,1,1,41,03:01:00,1,27,15:39:00,2470,1.21%,0.0027,0.0027,0.0023,0.0022,,,,,,
2289000000,801542,95,DS0508E,KL22,24/02/2009,03:06:24,00:29:10,190000,190,1403,0.867,0.036,0.004,0.004,0.004,0,119,118,0.6211,$588.6194,321,335,1.763,$111.3875,$700.0069,$3.6842,$0.1151,,,00:05:40,2.84,,,,,,00:00:00,1,1,1,41,17:47:00,1,27,03:58:00,2940,1.55%,0.0065,,0.0079,0.0081,,,,,,
2289000000,801574,123,DS1721A,SK17,27/02/2009,12:59:07,00:24:19,199200,199,1425,0.725,0.022,0.01,0.004,0.004,0,97,97,0.4869,$483.8651,262,240,1.205,$79.8000,$563.6651,$2.8296,$0.1572,,,00:04:10,2.47,,,,,,00:00:00,1,1,1,41,02:52:00,1,27,15:30:00,2520,1.27%,0.0056,,0.0058,0.0052,,,,,,
2289000000,756477,55,DS0001F,AJ04,15/02/2009,00:55:08,00:27:38,201800,202,1420,0.943,0.018,0.006,0.006,0.007,0,70,70,0.3469,$349.1810,189,189,0.937,$62.8425,$412.0235,$2.0417,$0.1856,,,00:03:14,2.7,,,,,,00:00:00,1,1,1,40,18:06:00,1,36,13:45:00,3690,1.83%,0.0101,0.0096,,0.0094,,,,,,
2289000000,801456,57,DS0001F,AJ04,15/02/2009,02:24:00,00:23:37,206600,207,1413,0.849,0.02,0.006,0.006,0.007,0,77,76,0.3679,$379.1108,208,204,0.987,$67.8300,$446.9408,$2.1633,$0.1664,,,00:03:26,2.68,,,,,,00:00:00,1,1,1,40,18:12:00,1,36,13:51:00,2360,1.14%,0.0086,0.009,,0.009,,,,,,
2289000000,756493,154,DS0608Y,KA08,16/02/2009,01:34:22,00:29:34,209600,210,1308,0.826,0.05,0.01,0.008,0.004,1,126,126,0.6011,$628.5258,340,328,1.565,$109.0600,$737.5858,$3.5190,$0.0765,,,00:05:16,2.6,,,,,,00:00:00,1,1,1,41,00:54:00,1,36,15:28:00,6480,3.09%,0.0061,0.0074,,0.0079,,,,,,
2289000000,801588,137,DS0608Y,KA08,28/02/2009,13:30:31,00:47:09,202000,202,1374,0.732,0.017,0.01,0.01,0.009,0,46,45,0.2228,$224.4735,124,142,0.703,$47.2150,$271.6885,$1.3450,$0.1681,,,00:02:26,3.16,,,,,,00:00:00,1,1,1,31,01:12:00,1,38,00:21:00,2750,1.36%,0.008,,0.0093,0.0096,,,,,,
2355000000,801370,48,DS0507J,FK43,04/02/2009,22:24:48,00:49:10,203600,204,1295,1.638,0.014,0.004,0.002,0.001,0,127,127,0.6238,$633.5141,343,338,1.66,$112.3850,$745.8991,$3.6636,$0.2818,,,00:05:24,2.66,,,,,,00:00:00,1,1,1,37,11:47:00,1,39,09:16:00,5640,2.77%,0.005,,0.0051,0.0054,,,,,,
2355000000,756692,7,DS2733A,VT05,28/02/2009,17:49:33,00:26:11,215600,216,1370,0.685,0.019,0.002,0.002,0.002,0,144,144,0.6679,$718.3152,389,374,1.735,$124.3550,$842.6702,$3.9085,$0.2299,,,00:06:54,2.6,,,,,,00:00:00,1,1,1,31,01:24:00,1,38,00:34:00,2620,1.22%,0.0034,0.0037,0.0033,0.0029,,,,,,
2355000000,756677,126,DS0607L,KM73,27/02/2009,15:45:38,00:29:50,212000,212,1362,0.647,0.026,0.002,0.002,0.002,0,158,158,0.7453,$788.1514,427,364,1.717,$121.0300,$909.1814,$4.2886,$0.1787,,,00:06:24,2.3,,,,,,00:00:00,1,1,1,41,03:07:00,1,27,15:45:00,2850,1.34%,0.0031,0.0033,0.0029,0.0027,,,,,,
2355000000,801575,128,DS0608L,KM72,27/02/2009,17:32:26,00:35:54,213500,214,1380,0.699,0.026,0.002,0.002,0.002,0,159,158,0.74,$788.1514,429,440,2.061,$146.3000,$934.4514,$4.3768,$0.1824,,,00:12:20,2.78,,,,,,00:00:00,1,1,1,41,03:25:00,1,27,15:54:00,2990,1.40%,0.003,0.003,0.0025,0.0024,,,,,,
2355000000,801375,59,DS0006A,FK41,05/02/2009,04:10:13,00:47:09,198100,198,1358,1.322,0.02,0.004,0.004,0.003,0,97,97,0.4897,$483.8651,262,254,1.282,$84.4550,$568.3201,$2.8689,$0.1688,,,00:04:48,2.62,,,,,,00:00:00,1,1,1,37,12:07:00,1,39,09:42:00,4320,2.18%,0.0051,,0.0057,0.0058,,,,,,
2355000000,801422,60,DS0811C,KA29,10/02/2009,,00:32:00,215600,216,1303,0.573,0.049,0.004,0.004,0.003,0,163,163,0.756,$813.0929,440,431,1.999,$143.3075,$956.4004,$4.4360,$0.0964,,,00:00:00,2.64,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3170,1.47%,0.0054,,0.0064,0.0077,,,,,,
2355000000,756399,62,DS0811C,KA29,10/02/2009,09:55:48,00:38:44,214600,215,1341,0.667,0.047,0.004,0.004,0.004,0,158,159,0.7409,$793.1397,427,437,2.036,$145.3025,$938.4422,$4.3730,$0.1017,,,00:06:34,2.75,,,,,,00:00:00,1,1,1,40,07:50:00,1,36,03:22:00,3250,1.51%,0.0065,,0.0077,0.0086,,,,,,
2355000000,756475,21,DS0506B,FK53,14/02/2009,21:17:40,00:26:17,202600,203,1352,1.207,0.013,0.004,0.004,0.004,0,81,81,0.3998,$404.0523,219,214,1.056,$71.1550,$475.2073,$2.3455,$0.2606,,,00:03:40,2.64,,,,,,00:00:00,1,1,1,40,17:49:00,1,36,13:27:00,3940,1.94%,0.0054,0.006,0.0062,0.0057,,,,,,
2355000000,801454,23,DS0506B,FK53,14/02/2009,22:38:09,00:22:46,196700,197,1407,1.306,0.013,0.004,0.004,0.005,0,78,78,0.3965,$389.0874,211,209,1.063,$69.4925,$458.5799,$2.3314,$0.2914,,,00:04:36,2.68,,,,,,00:00:00,1,1,1,40,17:55:00,1,36,13:35:00,4050,2.06%,0.0055,,0.0044,0.0041,,,,,,
2355000000,756476,25,DS0506B,FK53,15/02/2009,00:13:00,00:23:25,197500,198,1421,1.11,0.018,0.004,0.004,0.004,0,89,89,0.4506,$443.9587,240,230,1.165,$76.4750,$520.4337,$2.6351,$0.1882,,,00:03:54,2.58,,,,,,00:00:00,1,1,1,40,18:03:00,1,36,13:42:00,4490,2.27%,0.0053,,0.0045,0.0042,,,,,,
2355000000,801467,8,DS0507E,FK56,15/02/2009,21:46:00,00:25:23,202000,202,1380,0.989,0.029,0.004,0.004,0.004,0,112,111,0.5495,$553.7013,302,280,1.386,$93.1000,$646.8013,$3.2020,$0.1281,,,00:04:45,2.52,,,,,,00:00:00,1,1,1,41,00:28:00,1,36,15:04:00,4020,1.99%,0.0067,,0.0066,0.0059,,,,,,
2355000000,801469,113,DS0507E,FK56,15/02/2009,23:13:41,00:28:23,202000,202,1365,0.913,0.033,0.004,0.004,0.005,0,120,120,0.5941,$598.5960,324,318,1.574,$105.7350,$704.3310,$3.4868,$0.1245,,,00:05:56,2.65,,,,,,00:00:00,1,1,1,41,00:39:00,1,36,15:13:00,4830,2.39%,0.0069,,0.0066,0.0059,,,,,,
2355000000,756492,115,DS0507E,FK56,16/02/2009,00:40:14,00:30:55,194000,194,1430,0.93,0.034,0.004,0.004,0.005,0,118,118,0.6082,$588.6194,319,315,1.624,$104.7375,$693.3569,$3.5740,$0.1232,,,00:05:04,2.67,,,,,,00:00:00,1,1,1,41,00:49:00,1,36,15:23:00,3210,1.65%,0.0075,0.0063,0.0062,0.0064,,,,,,
2355000000,756494,100,DS1315C,NA28,16/02/2009,04:36:26,00:25:53,207100,207,1396,0.975,0.035,0.004,0.004,0.004,0,128,127,0.6132,$633.5141,346,336,1.622,$111.7200,$745.2341,$3.5984,$0.1161,,,00:05:24,2.65,,,,,,00:00:00,1,1,1,41,01:16:00,1,36,15:51:00,4540,2.19%,0.0086,,0.0088,0.009,,,,,,
2355000000,756541,21,DS0001N,AM08,19/02/2009,13:36:12,00:33:13,213900,214,1359,0.686,0.047,0.004,0.004,0.003,0,158,157,0.734,$783.1631,427,433,2.024,$143.9725,$927.1356,$4.3344,$0.0985,,,00:06:39,2.76,,,,,,00:00:00,1,1,1,41,07:31:00,1,36,22:28:00,3880,1.81%,0.0061,0.0062,,0.0065,,,,,,
2355000000,801491,23,DS0001N,AM08,19/02/2009,15:11:22,00:33:20,220900,221,1352,0.644,0.035,0.004,0.004,0.003,0,136,136,0.6157,$678.4088,367,351,1.589,$116.7075,$795.1163,$3.5994,$0.1125,,,00:05:40,2.58,,,,,,00:00:00,1,1,1,41,07:42:00,1,36,22:39:00,4050,1.83%,0.0068,0.0068,,0.0069,,,,,,
